hostname,ip,os,ram_gb,department
email-93.gregory.com,63.136.82.15,Ubuntu,8,HR
srv-45.ward.com,170.176.61.34,Windows Server,8,IT
desktop-61.spence.com,49.97.203.88,Debian,8,Finance
db-13.williams-burnett.com,153.61.110.62,Debian,32,Sales
laptop-21.fox.com,222.64.37.180,CentOS,2,HR
db-48.myers-copeland.com,146.30.195.22,CentOS,16,IT
srv-07.simmons.biz,115.204.202.17,Windows Server,4,HR
email-72.sanders.com,70.92.110.152,CentOS,4,HR
laptop-69.bolton.com,68.102.107.248,Windows Server,8,IT
srv-63.johnson-silva.com,54.192.187.185,Ubuntu,4,IT
web-39.barrett.com,64.90.101.99,Ubuntu,16,Finance
srv-20.jackson-prince.com,40.231.221.57,Windows Server,32,Finance
desktop-06.ewing-johnson.com,47.160.104.33,Windows Server,32,Sales
desktop-76.stanley-garcia.com,6.2.128.187,Ubuntu,8,IT
db-36.lopez.com,21.21.28.58,CentOS,16,Sales
srv-11.ramos.info,66.62.182.198,CentOS,4,Sales
laptop-79.mcclure-chambers.com,136.209.172.214,Ubuntu,4,Sales
email-38.holmes.org,14.241.10.38,Windows Server,4,Sales
lt-75.mendez.com,138.115.217.114,Windows Server,32,Sales
db-52.galvan-glenn.com,49.101.226.54,Windows Server,8,Sales
desktop-27.daniels.com,17.132.86.206,Ubuntu,32,IT
lt-46.jefferson.com,35.135.138.161,CentOS,4,HR
lt-22.clark.net,100.137.157.12,Ubuntu,8,Sales
web-47.smith.org,214.255.102.50,CentOS,8,Finance
db-63.thompson-garcia.com,219.33.145.81,CentOS,2,Sales
lt-36.hoffman.com,68.42.201.231,Windows Server,32,HR
db-73.valdez.com,66.245.248.142,Windows Server,32,HR
laptop-52.castillo.com,48.115.193.74,Windows Server,32,Finance
web-11.martin-collins.com,7.197.254.138,Windows Server,8,Sales
lt-10.walton.com,157.230.40.200,CentOS,8,HR
email-11.lee.net,75.216.56.180,Windows Server,16,Finance
srv-80.rogers.org,97.18.97.181,Ubuntu,16,IT
web-93.mcclain.com,109.214.113.253,CentOS,2,HR
laptop-66.warner.com,39.160.188.72,Debian,2,IT
lt-83.vance.com,101.107.149.192,Windows Server,4,HR
email-67.flores-jenkins.net,87.17.187.9,Windows Server,32,HR
laptop-39.webb.com,185.85.4.72,Windows Server,16,IT
db-38.chapman.com,204.10.171.221,Debian,32,HR
db-38.martinez.com,43.0.142.14,Ubuntu,4,Finance
laptop-38.lopez.com,221.99.197.203,Ubuntu,16,IT
srv-67.lane-buck.biz,172.125.2.69,CentOS,8,HR
lt-70.myers.com,118.0.15.236,Windows Server,16,HR
lt-80.adams.com,154.126.110.128,Ubuntu,4,IT
db-23.young-love.com,195.163.47.93,CentOS,32,IT
db-13.hayes-dillon.biz,33.66.176.28,Debian,16,IT
srv-74.miller-lopez.com,93.29.241.238,CentOS,4,HR
laptop-66.hamilton.com,60.187.98.82,Ubuntu,8,Sales
email-04.parker.net,179.161.97.56,Debian,16,HR
email-39.odonnell.net,98.196.245.75,Ubuntu,32,HR
web-41.howe.com,85.136.162.243,Debian,8,HR
srv-86.brown.com,80.233.48.12,CentOS,2,Finance
lt-88.schultz.info,15.49.13.181,Windows Server,16,Sales
srv-81.hayes.com,159.73.109.80,Debian,32,Sales
srv-40.vance.com,26.51.212.187,Ubuntu,2,Finance
db-73.mitchell.com,174.203.93.204,Debian,32,IT
lt-67.cook.net,164.96.118.196,Windows Server,4,IT
email-70.summers.org,65.67.185.180,Debian,2,HR
db-62.wood.com,135.255.112.23,Ubuntu,8,Sales
lt-95.spencer-kline.com,83.173.44.30,Windows Server,32,IT
web-89.clark.com,43.11.16.85,Windows Server,2,IT
srv-48.joseph.com,54.129.142.192,Debian,4,IT
web-97.phillips.org,208.56.173.185,CentOS,2,HR
lt-17.wright.com,3.94.139.173,Windows Server,8,IT
desktop-00.pace.info,198.28.248.160,CentOS,32,Finance
desktop-67.young.com,43.122.214.19,Debian,8,IT
email-73.mccoy.info,219.105.35.4,Debian,8,IT
srv-63.becker.com,124.104.57.74,Ubuntu,32,Sales
lt-59.lamb.com,131.197.229.9,Windows Server,2,Finance
lt-28.sanchez.org,155.61.171.100,Windows Server,4,Finance
desktop-92.yu-brown.info,43.83.72.126,Debian,16,IT
desktop-95.villarreal.com,158.149.60.81,Windows Server,2,IT
web-90.griffin.net,217.181.98.157,Windows Server,32,IT
email-79.mccoy.com,14.54.48.18,Ubuntu,32,IT
email-42.castro.net,118.117.200.4,Debian,16,IT
lt-66.martinez-jones.info,223.179.39.9,Debian,4,Sales
db-60.mahoney.com,62.219.87.204,Debian,8,HR
db-53.thomas.com,168.229.238.46,Windows Server,32,IT
srv-42.horn.com,184.105.89.6,Windows Server,4,HR
email-96.diaz.com,185.44.61.118,Debian,8,Finance
srv-87.valdez.com,189.3.143.165,CentOS,32,HR
email-42.johnson.com,84.212.77.45,Debian,4,Sales
lt-64.livingston.com,63.24.117.212,CentOS,32,Sales
desktop-46.bautista.info,155.249.30.51,Ubuntu,32,IT
db-75.castillo.org,187.25.167.254,Debian,4,Finance
email-68.brown-shaw.com,197.36.86.77,Debian,8,HR
db-19.short.com,45.34.154.33,Windows Server,8,Finance
desktop-78.lee.biz,94.51.30.212,Ubuntu,4,IT
laptop-67.wilcox.com,160.220.218.53,Windows Server,4,Sales
srv-53.quinn.com,155.23.211.158,Windows Server,2,Finance
lt-77.david.com,84.216.54.8,Debian,2,Sales
laptop-46.newman.com,95.132.243.177,Debian,32,HR
laptop-85.adkins.com,99.112.166.24,Windows Server,4,IT
laptop-20.pierce-martinez.biz,56.68.191.118,CentOS,4,Finance
lt-90.owens-olson.biz,158.63.83.215,CentOS,2,IT
desktop-15.newman.com,36.163.64.65,Debian,16,Sales
db-25.mitchell.com,211.204.238.201,Windows Server,8,Finance
desktop-75.evans.info,186.33.206.168,Ubuntu,2,Finance
